OPT_Code,Name,Affiliation,Site_Type,Street_Address,Zip,Longitude,Latitude
7708,STS PETER AND PAUL SCH,Parochial,School,838 BROOK AVENUE,10451,-73.910785,40.821982
7515,CROTONA ACADEMY HS,Public,School,639 ST ANN'S AVENUE,10455,-73.911847,40.81655
7715,CARDINAL HAYES HS,Parochial,School,650 GRAND CONCOURSE,10451,-73.925909,40.820734
7723,P723X@BX CHILD PSYCH -COMM IDT,Public,School,595 GERARD AVENUE,10452,-73.928783,40.820465
7726,KIPP NYC COLL PREP-KIPP STAR,Charter,School,201 EAST 144TH STREET,10451,-73.926451,40.816163
7794,THE NEW LIFE SCHOOL HS,Nonsectarian,School,831 EAGLE AVENUE,10456,-73.908907,40.821293
7800,P754X @ LINCOLN HOSPITAL,Public,School,23 EAST 149TH STREET,10459,-73.931795,40.819682
7818,BX GLOBAL LRNG INST FOR GIRLS,Charter,School,750 CONCOURSE VILLAGE WEST,10451,-73.923225,40.823145
7987,NASA/STEP PROYECTO ACCESS 'S',Other Religion,School,500 GRAND CONCOURSE  ROOM B-420,10451,-73.927419,40.817888
8001,GRAND CONCOURSE ACAD CHARTER,Charter,School,909 Hutchinson River Parkway,10465,-73.836827,40.825836
8002,P2G @ ADLAI STEVENSON HS,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8003,CO-OP TECH,Public,School,965 LONGWOOD AVENUE,10459,-73.898159,40.817577
8004,P723X @ YMCA,Public,School,3041 BRUCKNER BLVD,10461,-73.825825,40.83574
8005,P721X @ PS 293,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8014,PS 14,Public,School,3041 BRUCKNER BLVD,10461,-73.825825,40.83574
8036,PS 36,Public,School,1070 CASTLE HILL AVENUE,10473,-73.850325,40.829356
8048,PS 48,Public,School,1290 SPOFFORD AVENUE,10474,-73.886923,40.814299
8062,PS 62,Public,School,660 FOX STREET,10455,-73.900594,40.813954
8069,PS 69,Public,School,560 THIERIOT AVENUE,10473,-73.860805,40.816706
8071,PS/MS 71,Public,School,3040 ROBERTS AVENUE,10461,-73.829786,40.845718
8072,PS 72,Public,School,2951 DEWEY AVE,10465,-73.818292,40.822672
8075,PS 75 RESEARCH & DISCOVERY,Public,School,984 FAILE STREET,10459,-73.889331,40.822714
8093,PS 93,Public,School,1535 STORY AVENUE,10473,-73.876941,40.821848
8100,PS 100 ISAAC CLASON,Public,School,800 TAYLOR AVENUE,10473,-73.862973,40.821829
8101,P010X @ P304X,Public,School,2750 LAFAYETTE AVENUE,10465,-73.829701,40.827404
8107,PS 107,Public,School,1695 SEWARD AVENUE,10473,-73.868391,40.818542
8119,PS 119,Public,School,1075 PUGSLEY AVENUE,10472,-73.856667,40.828498
8123,PS/IS 123,Public,School,1025 MORRISON AVENUE,10472,-73.873767,40.825387
8125,IS 125,Public,School,1111 PUGSLEY AVENUE,10472,-73.856832,40.829218
8130,PS 130,Public,School,750 PROSPECT AVENUE,10455,-73.902326,40.817697
8131,IS 131,Public,School,885 BOLTON AVENUE,10473,-73.859763,40.823511
8138,PS 138,Public,School,2060 LAFAYETTE AVENUE,10473,-73.853375,40.822587
8140,PS 140,Public,School,916 EAGLE AVENUE,10456,-73.907871,40.823218
8146,CS 146,Public,School,968 CAULDWELL AVENUE,10456,-73.906089,40.824901
8152,THE EVERGREEN SCHOOL,Public,School,1007 EVERGREEN AVENUE,10472,-73.880134,40.824032
8182,PS 182,Public,School,601 STICKBALL BLVD.,10473,-73.856405,40.818217
8202,NEW VISIONS HS FOR MATH & SCI,Charter,School,900 TINTON AVENUE,10456,-73.903386,40.821813
8269,BX STUDIO WRITERS-ARTISTS,Public,School,928 SIMPSON STREET,10459,-73.893092,40.820492
8301,MS 301,Public,School,890 CAULDWELL AVENUE,10456,-73.907103,40.822443
8302,MS 302,Public,School,681 KELLY STREET,10455,-73.902179,40.815501
8304,PS 304 EARLY CHILDHOOD LAB SCH,Public,School,2750 LAFAYETTE AVENUE,10465,-73.829701,40.827404
8320,PELHAM LAB HS,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8332,HOLCOMBE L.RUCKER COMM.RES.,Public,School,965 LONGWOOD AVENUE,10459,-73.898159,40.817577
8333,THE MUSEUM SCHOOL PS 333,Public,School,888 REV.JAMES POLITE AVENUE,10459,-73.898808,40.820207
8335,THE ACAD.OF ART PS 335,Public,School,888 REV.JAMES A. POLITE,10457,-73.898808,40.820207
8345,HYDE LEADERSHIP CHARTER SCH,Charter,School,730 BRYANT AVENUE,10474,-73.885667,40.815482
8348,SCHUYLERVILLE PREPARATORY HS,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8349,BRONX RIVER H.S.,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8362,ICAHN CHARTER SCHOOL #7,Charter,School,1535 STORY AVENUE,10473,-73.876941,40.821848
8367,ARCHIMEDES ACAD.MATH-SCI-TECH,Public,School,456 WHITE PLAINS ROAD,10473,-73.856452,40.814728
8371,THE URBAN INST OF MATHEMATICS,Public,School,650 HOLLYWOOD AVE,10465,-73.81832,40.826553
8375,THE BRONX MATH PREP SCHOOL,Public,School,456 WHITE PLAINS ROAD 4TH FLOOR,10473,-73.856452,40.814728
8376,THE ANTONIA PANTOJA PREP ACAD,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8377,BRONX COMMUNITY HS,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8380,SUCCESS ACADEMY BRONX 3,Charter,School,968 CAULDWELL AVENUE,10456,-73.906089,40.824901
8392,BRONX DELTA SCHOOL,Public,School,650 HOLLYWOOD AVENUE,10465,-73.81832,40.826553
8408,HOME INSTRUCTIONS SCH- BRONX,Public,Office,3450 EAST TREMONT AVENUE,10465,-73.827574,40.832077
8410,P352X @ P075X,Public,School,984 FAILE ST,10459,-73.889331,40.822714
8413,WOMEN'S ACAD OF EXCELLENCE,Public,School,456 WHITE PLAINS ROAD,10473,-73.856452,40.814728
8415,MONTEFIORE HOSPITAL,Nonsectarian,School,3450 DEKALB AVENUE,10467,-73.88173,40.880945
8420,P188X @ P301X,Public,School,890 CAULDWELL AVE,10456,-73.907103,40.822443
8444,SCH FOR INQUIRY & SOCIAL JUST.,Public,School,1025 MORRISON AVE.,10472,-73.873767,40.825387
8446,P721X @ BRONX YMCA - CASTLE HI,Public,School,2 CASTLE HILL AVENUE,10473,-73.846213,40.811701
8447,P186X @ BRONX STUDIO,Public,School,928 SIMPSON STREET,10459,-73.893092,40.820492
8448,SOUNDVIEW ACADEMY,Public,School,885 BOLTON AVENUE,10473,-73.859763,40.823511
8449,PS 119 AX,Public,School,1111 PUGSLEY AVENUE,10472,-73.856832,40.829218
8451,PS 152 AX,Public,School,1025 MORRISON AVENUE,10472,-73.873767,40.825387
8452,P010X  @ P152X,Public,School,1007 Evergreen Avenue,10472,-73.880134,40.824032
8453,P017X @ IS 125,Public,School,1111 PUGSLEY AVENUE,10472,-73.856832,40.829218
8454,BX CHARTER SCH FOR THE ARTS,Charter,School,950 LONGFELLOW AVENUE,10474,-73.88645,40.821456
8455,BOYS PREP CHARTER SCH OF NY,Charter,School,1695 SEWARD AVENUE,10473,-73.868391,40.818542
8460,P721X @ BRONX Y.M.C.A,Public,School,21-25 GLEBE AVENUE,10462,-73.85046,40.835059
8461,P721X @ MARITIME COLLEGE,Public,School,FORT SCHUYLER,10465,-73.796332,40.807374
8464,P721X @ H.H.LEHMAN HS,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8465,MS101,Public,School,2750 LAFAYETTE AVENUE,10465,-73.829701,40.827404
8466,HOSPITAL SCHOOLS,Public,School,3450 EAST TREMONT AVENUE,10465,-73.827574,40.832077
8467,MOTT HALL COMMUNITY SCHOOL,Public,School,650 HOLLYWOOD AVENUE,10465,-73.81832,40.826553
8468,P352X @ I201X,Public,School,730 BRYANT AVE,10474,-73.885667,40.815482
8470,P723X@P014(SUMMER),Public,School,2951 DEWEY AVE,10465,-73.818292,40.822672
8366,MS 366 ACAD CIVIC ENGAGEMENT,Public,School,650 HOLLYWOOD AVE,10465,-73.81832,40.826553
8487,GIRLS PREP BRONX-MS,Charter,School,890 CAULDWELL AVENUE,10456,-73.907103,40.822443
8489,THE EQUALITY CHARTER HS,Charter,School,715 CASTLE HILL AVENUE,10473,-73.848706,40.821438
8495,P721X @ MECHLAR HALL SR.CTR,Public,School,2158 WATSON AVENUE,10472,-73.851863,40.829509
8497,HUNT'S POINT MS 424,Public,School,730 BRYANT AVENUE,10474,-73.885667,40.815482
8498,P186X@ PS 140,Public,School,916 EAGLE AVENUE,10456,-73.907871,40.823218
8516,PABLO NERUDA ACADEMY,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8517,MILLENNIUM ART ACADEMY,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8518,THE BRONX GUILD HS,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8519,INST.FOR LAW & PUBLIC POLICY,Public,School,1440 STORY AVENUE,10473,-73.881468,40.821068
8524,H H LEHMAN HS,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8530,BANANA KELLY COM. LERNG. CNTR.,Public,School,965 LONGWOOD AVE. 3RD FLOOR,10459,-73.898159,40.817577
8537,BRONX ARENA HS TRANSFER,Public,School,1440 STORY AVENUE,10473,-73.881468,40.821068
8547,SOUTH BX CLASSICAL CHARTER SCH,Charter,School,977 FOX STREET,10459,-73.894001,40.822437
8551,Y.A.B.C.@ BX COMM HS,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8555,Y.A.B.C.@ LEHMAN HS,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8558,WESTCHESTER SQUARE ACADEMY,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8560,SECOND OPPORTUNITY SCH-WILDCAT,Public,School,1201 LAFAYETTE AVE,10474,-73.891054,40.816501
8561,BRONX COMPASS HS,Public,School,1980 LAFAYETTE AVENUE,10461,-73.856151,40.822212
8562,BLUEPRINT MIDDLE SCHOOL,Public,School,1111 PUGSLEY AVENUE,10472,-73.856832,40.829218
8564,RENAISSANCE HS OF MUSICAL THEA,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8570,BRONX BRIDGES HIGH SCHOOL,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8574,ALC - LAFAYETTE ACADEMY,Public,School,1201 LAFAYETTE AVENUE 3RD FLOOR,10474,-73.891054,40.816501
8579,YOUTH DEVELOP.ACAD.@ PAL,Public,School,991 LONGWOOD AVENUE,10459,-73.897606,40.817247
8587,ADOL SKILLS CTR- RESTART,Public,School,975 KELLY STREET,10459,-73.895981,40.822041
8590,SCH FOR TOURISM & HOSPITALITY,Public,School,900 TINTON AVENUE,10456,-73.903386,40.821813
8607,WILDCAT ANNEX,Charter,School,486 HOWE AVENUE,10473,-73.848364,40.81628
8647,CSE 2,Public,Office,3450 EAST TREMONT AVENUE 2ND FLOOR,10465,-73.827574,40.832077
8667,P2G @ LEHMAN HS PM,Public,School,3000 EAST TREMONT AVENUE,10461,-73.838572,40.840628
8688,GIRLS PREP CHARTER SCHOOL,Charter,School,681 KELLY STREET,10455,-73.902179,40.815501
8704,MSGR SCANLAN HS,Parochial,School,915 HUTCHINSON RIVER PARKWAY,10465,-73.836808,40.825733
8705,PRESTON HS,Parochial,School,2780 SCHURZ AVENUE,10465,-73.819353,40.814181
8706,GREEK AMERICAN INSTITUTE,Christian,School,3573 BRUCKNER BLVD,10461,-73.828101,40.848964
8711,VILLA MARIA ACADEMY,Parochial,School,3335 COUNTRY CLUB ROAD,10465,-73.817161,40.841241
8712,ST ATHANASIUS SCHOOL,Parochial,School,830 SOUTHERN BLVD,10459,-73.895497,40.816882
8713,HOLY FAMILY SCHOOL,Parochial,School,2169 BLACKROCK AVENUE,10472,-73.85152,40.828984
8715,OUR LADY OF ASSUMPTION SCH00L,Parochial,School,1617 PARKVIEW AVENUE,10461,-73.827102,40.845433
8716,ST THERESA SCHOOL,Parochial,School,2872 ST THERESA AVENUE,10461,-73.833252,40.849408
8717,HOLY CROSS SCHOOL,Parochial,School,1846 RANDALL AVENUE,10473,-73.860677,40.817228
8718,ST BENEDICT SCHOOL,Parochial,School,1016 EDISON AVENUE,10465,-73.82546,40.832207
8719,ST FRANCES DECHANTAL SCH,Parochial,School,2962 HARDING AVENUE,10465,-73.813453,40.816368
8721,P721X @ PROVIDENCE NURSING HM,Public,School,3302 WATERBURY AVE,10465,-73.818554,40.837092
8750,ST IGNATIUS ACADEMY,Parochial,School,740 MANIDA STREET,10474,-73.888478,40.815239
8754,P754X@ Adolescent Skills Cente,Public,School,975 Kelly Street,10459,-73.895981,40.822041
8800,P754X @ P 10,Public,School,2750 LAFAYETTE AVENUE,10465,-73.829701,40.827404
8861,SUCCESS ACAD CHARTER SCH BX-4,Charter,School,885 BOLTON AVENUE,10473,-73.859763,40.823511
8866,ALC- PAL LONGWOOD,Public,School,991 LONGWOOD AVENUE,10459,-73.897606,40.817247
8889,ALC @ STEVENSON HS,Public,School,1980 LAFAYETTE AVENUE,10473,-73.856151,40.822212
8901,ST JOSEPH SCH FOR THE DEAF,Nonsectarian,School,1000 HUTCHINSON RIVER PARKWAY,10465,-73.836036,40.827068
8966,ALC @ BX EDUC CTR,Public,School,1201 LAFAYETTE AVENUE LEVEL C,10474,-73.891054,40.816501
8994,ALC-JANE ADDAMS HS,Public,School,900 TINTON AVENUE,10456,-73.903386,40.821813
9000,CSD # 9 PROGRAMS,Public,Office,ONE FORDHAM PLAZA  8TH FLOOR,10452,-73.890004,40.861071
9001,METROPOLITAN LIGHTHOUSE CHARTE,Charter,School,180 WEST 165TH STREET,10452,-73.929775,40.834517
9003,South Bronx Classical III,Charter,School,3490 Third Avenue,10456,-73.906064,40.830309
9004,CS 4,Public,School,1701 FULTON AVENUE,10456,-73.897977,40.84142
9005,ICAHN CHARTER SCHOOL #6 AX,Charter,School,1525 Brook Ave,10457,-73.905114,40.838692
9006,P2G @ ARGUS,Public,School,2038  DAVIDSON AVENUE,10453,-73.90866,40.853494
9007,COMM EDUC COUNCIL #9,Public,Office,1245 WASHINGTON AVENUE ROOM 136,10456,-73.906515,40.832189
9009,P017X @ P404,Public,School,1100 BOSTON ROAD,10456,-73.904551,40.82746
9010,ACACIA HUNTS POINT ANNEX,Public,Office,300 EAST 175TH STREET,10457,-73.904558,40.84663
9011,CES 11,Public,School,1257 OGDEN AVENUE,10452,-73.925806,40.839407
9012,P754X @ REBEKAH REHAB,Public,School,1070 HAVEMEYER AVENUE,10462,-73.847388,40.82987
9013,P2G @ THE BRONX EOC,Public,School,1666 BATHGATE AVENUE,10457,-73.900334,40.840948
9022,CIS 22,Public,School,270 EAST 167TH STREET,10456,-73.914126,40.83311
9028,CES 28,Public,School,1861 ANTHONY AVENUE,10457,-73.903622,40.848071
9035,PS 35 FRANZ SIGEL,Public,School,261 EAST 163RD STREET,10451,-73.91763,40.827374
9042,CES 42 THE CLAREMONT,Public,School,1537 WASHINGTON AVE,10456,-73.903083,40.838315
9053,CES 53,Public,School,360 EAST 168TH STREET,10456,-73.910999,40.832641
9055,CES 55,Public,School,450 ST PAULS PLACE,10456,-73.904995,40.83632
9058,CES 58,Public,School,459 EAST 176 STREET,10457,-73.899226,40.846232
9063,CES 63,Public,School,1261 FRANKLIN AVENUE,10456,-73.902841,40.831018
9070,CES 70,Public,School,1691 WEEKS AVENUE,10457,-73.90772,40.844249
9073,CES 73,Public,School,1020 ANDERSON AVENUE,10452,-73.926674,40.832772
9088,CES 88,Public,School,1340 SHERIDAN AVENUE,10456,-73.913491,40.837235
9109,CES 109,Public,School,1771 POPHAM AVENUE,10457,-73.918597,40.851472
9114,PS 114,Public,School,1155 CROMWELL AVENUE,10452,-73.923169,40.834805
9117,CIS 117,Public,School,1865 MORRIS AVENUE,10453,-73.908526,40.848529
9126,CES 126,Public,School,175 WEST 166TH STREET,10452,-73.928283,40.835854
9132,CES 132,Public,School,1245 WASHINGTON AVENUE,10456,-73.906515,40.832189
9133,ICAHN CHARTER SCHOOL #6,Charter,School,1701 FULTON AVENUE,10457,-73.897977,40.84142
9145,CIS 145,Public,School,1000 TELLER AVENUE,10456,-73.914295,40.827894
9163,CES 163,Public,School,2075 WEBSTER AVENUE,10457,-73.898607,40.851733
9170,ECC 170,Public,School,1598 TOWNSEND AVENUE,10452,-73.91352,40.844274
9171,ECC 171,Public,School,1717 FULTON AVENUE,10456,-73.89779,40.841753
9173,ECC 173,Public,School,1871 WALTON AVE,10453,-73.909628,40.848912
9177,MOTT HALL CHARTER SCHOOL,Charter,School,1260 FRANKLIN AVENUE,10456,-73.902627,40.830945
9199,PS 199X THE SHAKESPEARE SCHOOL,Public,School,1449 SHAKESPEARE AVENUE,10452,-73.920651,40.842977
9204,PS 204,Public,School,1780 MARTIN LUTHER KING JR BLVD,10453,-73.915667,40.850074
9218,CIS/CES 218,Public,School,1220 GERARD AVENUE,10452,-73.919939,40.83581
9219,CIS 219/ VENTURE ACADEMY,Public,School,3630 THIRD AVENUE,10456,-73.904273,40.83366
9229,CIS 229,Public,School,275 HARLEM RIVER PARK BRIDGE,10453,-73.92141,40.8526
9232,CIS 232,Public,School,1700  MACOMBS ROAD,10453,-73.916001,40.849223
9241,Urban Assembly Math & Science,Public,School,1595 bathgate avenue,10457,-73.901416,40.83926
9250,EXIMIUS COLLEGE PREP ACAD.,Public,School,1363 FULTON AVENUE,10456,-73.902588,40.833697
9252,MOTT HALL HS BX,Public,School,1595 BATHGATE AVENUE,10457,-73.901416,40.83926
9260,BRONX CTR FOR SCI & MATH,Public,School,1363 FULTON AVENUE,10456,-73.902588,40.833697
9263,VALIDUS PREPARATORY ACADEMY,Public,School,1595 BATHGATE AVE,10457,-73.901416,40.83926
9274,THE NEW AMERICAN ACADEMY,Public,School,275 HARLEM RIVER PARK BRIDGE,10453,-73.92141,40.8526
9276,THE LEADERSHIP INSTITUTE,Public,School,1701 FULTON AVENUE,10457,-73.897977,40.84142
9294,THE WALTON AVENUE SCHOOL,Public,School,1425 WALTON AVENUE,10452,-73.915658,40.840133
9303,MS 303 LDR & COMM.SER.ACAD,Public,School,1700 MACOMBS ROAD,10453,-73.916001,40.849223
9064,CES 64,Public,School,1425 WALTON AVENUE,10452,-73.915658,40.840133
9311,LUCERO ELEMENTARY SCHOOL,Public,School,1425 WALTON AVENUE,10452,-73.915658,40.840133
9313,CIS 313,Public,School,1600 WEBSTER AVENUE,10457,-73.904661,40.840846
9324,BX EARLY COLLEGE ACADEMY,Public,School,250 EAST 164 STREET,10456,-73.917718,40.82863
9327,COMPREHENSIVE MODEL SCH PROJ.,Public,School,1501 JEROME AVENUE,10452,-73.916172,40.84253
9328,New Millenium Business Acad,Public,School,1000 Teller av,10456,-73.914295,40.827894
9329,DREAM YARD PREP SCHOOL,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9339,CIS 339,Public,School,1600 WEBSTER AVENUE,10457,-73.904661,40.840846
9350,NEW DIRECTIONS SECONDARY SCH,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9361,THE HIGHBRIDGE GREEN SCHOOL,Public,School,200 WEST 167TH STREET,10452,-73.927979,40.83819
9365,ACAD.FOR LANGUAGE & TECHNOLOGY,Public,School,1700 MACOMBS ROAD,10453,-73.916001,40.849223
9380,SUCCESS ACADEMY BX 3,Charter,School,1000 TELLER AVENUE,10456,-73.914295,40.827894
9402,P754X @ DAUGHTERS OF JACOB,Public,School,1160 TELLER AVENUE,10456,-73.912076,40.831271
9412,BRONX HS OF BUSINESS,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9413,BRONX HS FOR MEDICAL SCIENCE,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9415,P723X @ P 927,Public,School,1455 WEBSTER AVENUE,10456,-73.906851,40.83731
9419,BRONX ACAD OF PROMISE CHARTER,Charter,School,1349 INWOOD AVENUE,10452,-73.919694,40.839518
9443,THE FAMILY SCHOOL,Public,School,1116 SHERIDAN AVENUE,10456,-73.91787,40.831957
9449,GRANT AVENUE ELEM SCHOOL,Public,School,250 EAST 164 STREET,10456,-73.917718,40.82863
9451,CARL C.ICAHN CHARTER SCHOOL,Charter,School,1525 BROOK AVENUE,10457,-73.905114,40.838692
9454,SCI-TECH ACAD:MOTT HALL SCH,Public,School,250 EAST 164 STREET,10456,-73.917718,40.82863
9455,P010X @ PS 240,Public,School,1501 JEROME AVENUE,10452,-73.916172,40.84253
9236,CES 236 LANGSTON HUGHES,Public,School,499 EAST 175TH STREET,10457,-73.898492,40.844547
9457,SHERIDAN ACAD PS 457,Public,School,1116 SHERIDAN AVENUE,10456,-73.91787,40.831957
9458,EAGLE ACAD. FOR YOUNG MEN,Public,School,4143 THIRD AVENUE,10457,-73.897148,40.844977
9462,P723X @ P218X,Public,School,1220 GERARD AVENUE,10452,-73.919939,40.83581
9464,FAMILY LIFE ACAD.CHARTER SCH.,Charter,School,14 WEST 170TH STREET,10452,-73.918548,40.840417
9466,KAPPA ACADEMY MS 215,Public,School,3630 THIRD AVENUE,10456,-73.904273,40.83366
9468,HARRIET TUBMAN CHARTER SCHOOL,Charter,School,3565 THIRD AVENUE,10456,-73.905505,40.832011
9469,HARRIET TUBMAN CHARTER SCH-AX,Charter,School,1176 FRANKLIN AVENUE,10456,-73.904453,40.829448
9471,FREDERICK DOUGLASS ACAD  III,Public,School,3630 THIRD AVENUE 4TH FLOOR,10456,-73.904273,40.83366
9474,P402X @ BX LEBANON HOSPITAL,Public,School,1276 FULTON AVENUE,10456,-73.90356,40.831845
9476,P2G @ NEW SETTLEMENT II,Public,School,1614 WALTON AVENUE,10452,-73.912663,40.843978
9486,Rosalyn Yalow Charter School,Charter,School,116 East 169th Street,10452,-73.917435,40.836901
9488,MOTT HALL III,Public,School,580 CROTONA PARK SOUTH,10456,-73.900792,40.835215
9489,P012X @ BRONX LEBAON HOSPITAL,Public,School,406 EAST 176TH STREET,10457,-73.901141,40.846683
9490,BRONX LEADERSHIP ACAD. HS,Public,School,1710 WEBSTER AVE,10457,-73.903143,40.843559
9494,SUCCESS ACADEMY BRONX 2 MS,Charter,School,270 EAST 167TH STREET,10456,-73.914126,40.83311
9497,P723X @ PS 338,Public,School,1780 DR.MARTIN LUTHER KING BLVD,10453,-73.915667,40.850074
9499,PS 11 AX,Public,School,1399 OGDEN AVENUE,10452,-73.92437,40.842322
9505,"BX SCH FOR LAW,GOV & JUSTICE",Public,School,244 EAST 163RD STREET,10451,-73.918728,40.827538
9516,BRONX INTERNATIONAL HS,Public,School,1100 BOSTON ROAD,10456,-73.904551,40.82746
9520,HIGH SCHOOL FOR EXCELLENCE,Public,School,1100 BOSTON ROAD,10456,-73.904551,40.82746
9543,HS FOR VIOLIN AND DANCE,Public,School,1100 BOSTON ROAD,10456,-73.904551,40.82746
9401,CES 230,Public,School,275 HARLEM RIVER PARK BRIDGE,10453,-73.92141,40.8526
9551,BRONX COLLEGIATE ACADEMY,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9555,MOUNT EDEN CHILDREN'S ACADEMY,Public,School,1501 JEROME AVENUE,10452,-73.916172,40.84253
9558,MORRIS ACAD FOR COLL. STUDIES,Public,School,1100 BOSTON ROAD,10456,-73.904551,40.82746
9414,JONATHAN LEVIN HS MEDIA & COMM,Public,School,240 EAST 172 STREET,10457,-73.910951,40.840351
9564,CLAREMONT INTERNATIONAL HS,Public,School,240 EAST 172ND STREET,10457,-73.910951,40.840351
9565,BRONX WRITING ACADEMY,Public,School,270 EAST 167TH STREET,10456,-73.914126,40.83311
9568,P2G @ DAVIDSON AVENUE,Public,School,1732 DAVIDSON AVENUE,10453,-73.913337,40.847756
9569,YOUNG WOMEN'S LEADERSHIP BX,Public,School,1865 MORRIS AVENUE,10453,-73.908526,40.848529
9592,P2G @ PROJECT READY,Public,School,55 EAST 175 STREET,10453,-73.911255,40.847327
9682,SUCCESS ACADEMY BRONX 2,Charter,School,450 ST PAUL'S PLACE,10456,-73.904995,40.83632
9687,GRAHAM WINDHAM PRE-SCHOOL,Nonsectarian,School,1732 DAVIDSON AVENUE,10457,-73.913337,40.847756
9699,P469X @ PS 42,Public,School,1537 WASHINGTON AVENUE,10457,-73.903083,40.838315
9702,ST JOSEPH SCHOOL,Parochial,School,1946 BATHGATE AVENUE,10457,-73.896587,40.847686
9703,ALL HALLOWS HS,Parochial,School,111 EAST 164TH STREET,10452,-73.921968,40.829994
9724,ST ANGELA MERICI SCH,Parochial,School,266 EAST 163RD STREET,10451,-73.917791,40.82724
